date,sku,qty
2025-12-12,SKU-0123,8.0
2025-12-12,SKU-0125,3.0
2025-12-12,SKU-0142,1.0
2025-12-12,SKU-0197,2.0
2025-12-12,SKU-0167,4.0
2025-12-12,SKU-0189,2.0
2025-12-12,SKU-0010,1.0
2025-12-12,SKU-0102,4.0
2025-12-12,SKU-0112,2.0
2025-12-12,SKU-0161,2.0
2025-12-12,SKU-0127,3.0
2025-12-12,SKU-0162,2.0
2025-12-12,SKU-0088,3.0
2025-12-12,SKU-0023,2.0
2025-12-12,SKU-0143,2.0
2025-12-12,SKU-0037,1.0
2025-12-12,SKU-0121,1.0
2025-12-12,SKU-0074,4.0
2025-12-12,SKU-0113,1.0
2025-12-12,SKU-0145,1.0
2025-12-12,SKU-0049,6.0
2025-12-12,SKU-0158,1.0
2025-12-12,SKU-0191,3.0
2025-12-12,SKU-0120,1.0
2025-12-12,SKU-0031,1.0
2025-12-12,SKU-0115,2.0
2025-12-12,SKU-0055,4.0
2025-12-12,SKU-0135,3.0
2025-12-12,SKU-0077,1.0
2025-12-13,SKU-0097,2.0
2025-12-13,SKU-0190,4.0
2025-12-13,SKU-0114,1.0
2025-12-13,SKU-0147,2.0
2025-12-13,SKU-0103,3.0
2025-12-13,SKU-0083,3.0
2025-12-13,SKU-0037,1.0
2025-12-13,SKU-0029,1.0
2025-12-13,SKU-0104,3.0
2025-12-13,SKU-0041,2.0
2025-12-13,SKU-0089,2.0
2025-12-13,SKU-0165,1.0
2025-12-13,SKU-0109,4.0
2025-12-13,SKU-0068,1.0
2025-12-13,SKU-0035,5.0
2025-12-13,SKU-0090,1.0
2025-12-13,SKU-0164,1.0
2025-12-13,SKU-0111,1.0
2025-12-13,SKU-0005,1.0
2025-12-13,SKU-0145,2.0
2025-12-13,SKU-0141,1.0
2025-12-13,SKU-0154,1.0
2025-12-13,SKU-0131,2.0
2025-12-13,SKU-0101,1.0
2025-12-13,SKU-0192,2.0
2025-12-13,SKU-0138,1.0
2025-12-13,SKU-0092,4.0
2025-12-13,SKU-0034,4.0
2025-12-13,SKU-0133,2.0
2025-12-13,SKU-0146,3.0
2025-12-13,SKU-0017,1.0
2025-12-13,SKU-0107,5.0
2025-12-13,SKU-0115,1.0
2025-12-13,SKU-0020,3.0
2025-12-13,SKU-0077,3.0
2025-12-13,SKU-0072,2.0
2025-12-14,SKU-0074,2.0
2025-12-14,SKU-0145,2.0
2025-12-14,SKU-0058,1.0
2025-12-14,SKU-0080,1.0
2025-12-14,SKU-0112,1.0
2025-12-14,SKU-0134,1.0
2025-12-14,SKU-0182,2.0
2025-12-14,SKU-0031,1.0
2025-12-14,SKU-0004,1.0
2025-12-14,SKU-0133,2.0
2025-12-14,SKU-0121,1.0
2025-12-14,SKU-0077,1.0
2025-12-14,SKU-0131,2.0
2025-12-14,SKU-0002,2.0
2025-12-14,SKU-0191,1.0
2025-12-14,SKU-0050,1.0
2025-12-14,SKU-0200,2.0
2025-12-14,SKU-0083,2.0
2025-12-14,SKU-0135,1.0
2025-12-14,SKU-0123,1.0
2025-12-14,SKU-0154,1.0
2025-12-14,SKU-0097,2.0
2025-12-14,SKU-0048,1.0
2025-12-14,SKU-0091,1.0
2025-12-14,SKU-0025,6.0
2025-12-14,SKU-0156,2.0
2025-12-14,SKU-0051,4.0
2025-12-14,SKU-0100,3.0
2025-12-14,SKU-0085,5.0
2025-12-14,SKU-0096,1.0
2025-12-14,SKU-0196,5.0
2025-12-14,SKU-0006,4.0
2025-12-14,SKU-0147,1.0
2025-12-14,SKU-0071,4.0
2025-12-14,SKU-0132,2.0
2025-12-15,SKU-0132,2.0
2025-12-15,SKU-0123,3.0
2025-12-15,SKU-0041,3.0
2025-12-15,SKU-0075,2.0
2025-12-15,SKU-0051,3.0
2025-12-15,SKU-0016,5.0
2025-12-15,SKU-0040,1.0
2025-12-15,SKU-0091,4.0
2025-12-15,SKU-0088,2.0
2025-12-15,SKU-0031,3.0
2025-12-15,SKU-0008,2.0
2025-12-15,SKU-0071,1.0
2025-12-15,SKU-0174,1.0
2025-12-15,SKU-0124,4.0
2025-12-15,SKU-0038,1.0
2025-12-15,SKU-0084,7.0
2025-12-15,SKU-0188,2.0
2025-12-15,SKU-0171,3.0
2025-12-15,SKU-0139,2.0
2025-12-15,SKU-0083,5.0
2025-12-15,SKU-0177,1.0
2025-12-15,SKU-0063,1.0
2025-12-15,SKU-0179,1.0
2025-12-15,SKU-0057,3.0
2025-12-15,SKU-0193,1.0
2025-12-15,SKU-0130,1.0
2025-12-15,SKU-0122,4.0
2025-12-15,SKU-0087,2.0
2025-12-15,SKU-0012,1.0
2025-12-15,SKU-0056,2.0
2025-12-15,SKU-0111,4.0
2025-12-15,SKU-0029,1.0
2025-12-15,SKU-0049,4.0
2025-12-15,SKU-0112,3.0
2025-12-15,SKU-0134,3.0
2025-12-15,SKU-0054,5.0
2025-12-15,SKU-0167,2.0
2025-12-15,SKU-0011,1.0
2025-12-15,SKU-0133,2.0
2025-12-16,SKU-0037,1.0
2025-12-16,SKU-0156,1.0
2025-12-16,SKU-0008,2.0
2025-12-16,SKU-0060,1.0
2025-12-16,SKU-0167,1.0
2025-12-16,SKU-0066,3.0
2025-12-16,SKU-0069,2.0
2025-12-16,SKU-0081,2.0
2025-12-16,SKU-0117,1.0
2025-12-16,SKU-0082,6.0
2025-12-16,SKU-0017,3.0
2025-12-16,SKU-0027,2.0
2025-12-16,SKU-0094,2.0
2025-12-16,SKU-0043,2.0
2025-12-16,SKU-0172,3.0
2025-12-16,SKU-0028,3.0
2025-12-16,SKU-0157,1.0
2025-12-16,SKU-0087,4.0
2025-12-16,SKU-0150,2.0
2025-12-16,SKU-0023,1.0
2025-12-16,SKU-0089,1.0
2025-12-16,SKU-0137,1.0
2025-12-16,SKU-0088,3.0
2025-12-16,SKU-0175,4.0
2025-12-16,SKU-0022,2.0
2025-12-16,SKU-0030,1.0
2025-12-16,SKU-0018,3.0
2025-12-16,SKU-0135,1.0
2025-12-16,SKU-0192,1.0
2025-12-16,SKU-0025,4.0
2025-12-16,SKU-0107,2.0
2025-12-16,SKU-0198,3.0
2025-12-16,SKU-0031,2.0
2025-12-16,SKU-0033,1.0
2025-12-16,SKU-0170,2.0
2025-12-16,SKU-0051,1.0
2025-12-16,SKU-0122,1.0
2025-12-16,SKU-0075,1.0
2025-12-16,SKU-0128,1.0
2025-12-16,SKU-0011,1.0
2025-12-16,SKU-0029,3.0
2025-12-16,SKU-0127,2.0
2025-12-17,SKU-0106,3.0
2025-12-17,SKU-0057,3.0
2025-12-17,SKU-0177,4.0
2025-12-17,SKU-0038,2.0
2025-12-17,SKU-0018,1.0
2025-12-17,SKU-0200,3.0
2025-12-17,SKU-0017,1.0
2025-12-17,SKU-0063,2.0
2025-12-17,SKU-0051,2.0
2025-12-17,SKU-0094,2.0
2025-12-17,SKU-0141,3.0
2025-12-17,SKU-0042,1.0
2025-12-17,SKU-0032,1.0
2025-12-17,SKU-0027,3.0
2025-12-17,SKU-0167,1.0
2025-12-17,SKU-0009,1.0
2025-12-17,SKU-0092,3.0
2025-12-17,SKU-0123,1.0
2025-12-17,SKU-0144,1.0
2025-12-17,SKU-0093,2.0
2025-12-17,SKU-0143,4.0
2025-12-17,SKU-0050,2.0
2025-12-17,SKU-0194,1.0
2025-12-17,SKU-0134,2.0
2025-12-17,SKU-0102,2.0
2025-12-17,SKU-0090,2.0
2025-12-17,SKU-0045,2.0
2025-12-17,SKU-0077,1.0
2025-12-17,SKU-0128,3.0
2025-12-17,SKU-0174,2.0
2025-12-17,SKU-0173,1.0
2025-12-17,SKU-0168,1.0
2025-12-17,SKU-0088,2.0
2025-12-18,SKU-0173,2.0
2025-12-18,SKU-0170,1.0
2025-12-18,SKU-0111,4.0
2025-12-18,SKU-0080,3.0
2025-12-18,SKU-0140,1.0
2025-12-18,SKU-0038,1.0
2025-12-18,SKU-0161,2.0
2025-12-18,SKU-0023,1.0
2025-12-18,SKU-0194,3.0
2025-12-18,SKU-0143,1.0
2025-12-18,SKU-0147,2.0
2025-12-18,SKU-0182,3.0
2025-12-18,SKU-0153,4.0
2025-12-18,SKU-0121,1.0
2025-12-18,SKU-0128,3.0
2025-12-18,SKU-0079,5.0
2025-12-18,SKU-0146,3.0
2025-12-18,SKU-0159,1.0
2025-12-18,SKU-0139,3.0
2025-12-18,SKU-0096,4.0
2025-12-18,SKU-0131,3.0
2025-12-18,SKU-0026,1.0
2025-12-18,SKU-0057,6.0
2025-12-18,SKU-0031,2.0
2025-12-18,SKU-0060,1.0
2025-12-18,SKU-0132,3.0
2025-12-18,SKU-0042,1.0
2025-12-18,SKU-0032,2.0
2025-12-18,SKU-0063,1.0
2025-12-18,SKU-0162,1.0
2025-12-18,SKU-0114,1.0
2025-12-18,SKU-0098,1.0
2025-12-18,SKU-0190,3.0
2025-12-18,SKU-0178,1.0
2025-12-18,SKU-0012,1.0
2025-12-18,SKU-0019,3.0
2025-12-18,SKU-0006,21.0
2025-12-18,SKU-0200,3.0
2025-12-19,SKU-0191,2.0
2025-12-19,SKU-0005,1.0
2025-12-19,SKU-0019,4.0
2025-12-19,SKU-0030,2.0
2025-12-19,SKU-0065,3.0
2025-12-19,SKU-0142,2.0
2025-12-19,SKU-0047,3.0
2025-12-19,SKU-0013,1.0
2025-12-19,SKU-0003,1.0
2025-12-19,SKU-0043,4.0
2025-12-19,SKU-0115,1.0
2025-12-19,SKU-0032,4.0
2025-12-19,SKU-0026,1.0
2025-12-19,SKU-0045,2.0
2025-12-19,SKU-0087,1.0
2025-12-19,SKU-0098,2.0
2025-12-19,SKU-0025,1.0
2025-12-19,SKU-0056,1.0
2025-12-19,SKU-0028,1.0
2025-12-19,SKU-0104,1.0
2025-12-19,SKU-0113,1.0
2025-12-19,SKU-0132,3.0
2025-12-19,SKU-0163,2.0
2025-12-19,SKU-0139,2.0
2025-12-19,SKU-0181,2.0
2025-12-19,SKU-0118,2.0
2025-12-19,SKU-0071,12.0
2025-12-19,SKU-0038,4.0
2025-12-19,SKU-0057,4.0
2025-12-19,SKU-0079,5.0
2025-12-19,SKU-0196,1.0
2025-12-19,SKU-0053,1.0
2025-12-19,SKU-0046,2.0
2025-12-19,SKU-0161,2.0
2025-12-19,SKU-0051,3.0
2025-12-19,SKU-0200,10.0
2025-12-19,SKU-0012,4.0
2025-12-19,SKU-0125,2.0
2025-12-20,SKU-0191,18.0
2025-12-20,SKU-0085,2.0
2025-12-20,SKU-0037,2.0
2025-12-20,SKU-0077,2.0
2025-12-20,SKU-0089,1.0
2025-12-20,SKU-0182,3.0
2025-12-20,SKU-0052,1.0
2025-12-20,SKU-0086,1.0
2025-12-20,SKU-0067,2.0
2025-12-20,SKU-0043,2.0
2025-12-20,SKU-0110,5.0
2025-12-20,SKU-0003,5.0
2025-12-20,SKU-0069,6.0
2025-12-20,SKU-0196,1.0
2025-12-20,SKU-0055,2.0
2025-12-20,SKU-0132,2.0
2025-12-20,SKU-0020,2.0
2025-12-20,SKU-0188,2.0
2025-12-20,SKU-0065,2.0
2025-12-20,SKU-0075,30.0
2025-12-20,SKU-0051,3.0
2025-12-20,SKU-0162,2.0
2025-12-20,SKU-0025,6.0
2025-12-20,SKU-0011,20.0
2025-12-20,SKU-0041,1.0
2025-12-20,SKU-0144,2.0
2025-12-20,SKU-0186,4.0
2025-12-20,SKU-0172,1.0
2025-12-20,SKU-0095,2.0
2025-12-20,SKU-0070,3.0
2025-12-20,SKU-0157,1.0
2025-12-20,SKU-0006,3.0
2025-12-20,SKU-0061,2.0
2025-12-20,SKU-0134,3.0
2025-12-20,SKU-0195,1.0
2025-12-20,SKU-0090,3.0
2025-12-20,SKU-0100,3.0
2025-12-20,SKU-0160,7.0
2025-12-20,SKU-0047,5.0
2025-12-21,SKU-0093,3.0
2025-12-21,SKU-0154,1.0
2025-12-21,SKU-0198,2.0
2025-12-21,SKU-0181,3.0
2025-12-21,SKU-0058,2.0
2025-12-21,SKU-0040,1.0
2025-12-21,SKU-0115,6.0
2025-12-21,SKU-0180,2.0
2025-12-21,SKU-0147,1.0
2025-12-21,SKU-0136,3.0
2025-12-21,SKU-0179,1.0
2025-12-21,SKU-0054,1.0
2025-12-21,SKU-0088,2.0
2025-12-21,SKU-0189,14.0
2025-12-21,SKU-0142,1.0
2025-12-21,SKU-0133,11.0
2025-12-21,SKU-0084,1.0
2025-12-21,SKU-0163,2.0
2025-12-21,SKU-0168,1.0
2025-12-21,SKU-0191,1.0
2025-12-21,SKU-0177,3.0
2025-12-21,SKU-0195,1.0
2025-12-21,SKU-0048,1.0
2025-12-21,SKU-0146,1.0
2025-12-21,SKU-0194,2.0
2025-12-21,SKU-0034,1.0
2025-12-21,SKU-0041,3.0
2025-12-21,SKU-0109,1.0
2025-12-21,SKU-0171,2.0
2025-12-21,SKU-0047,3.0
2025-12-21,SKU-0050,4.0
2025-12-21,SKU-0173,2.0
2025-12-21,SKU-0131,1.0
2025-12-21,SKU-0023,1.0
2025-12-22,SKU-0146,1.0
2025-12-22,SKU-0069,2.0
2025-12-22,SKU-0197,3.0
2025-12-22,SKU-0161,2.0
2025-12-22,SKU-0193,4.0
2025-12-22,SKU-0056,3.0
2025-12-22,SKU-0041,2.0
2025-12-22,SKU-0085,2.0
2025-12-22,SKU-0021,3.0
2025-12-22,SKU-0003,1.0
2025-12-22,SKU-0040,1.0
2025-12-22,SKU-0096,1.0
2025-12-22,SKU-0050,2.0
2025-12-22,SKU-0150,5.0
2025-12-22,SKU-0126,2.0
2025-12-22,SKU-0080,1.0
2025-12-22,SKU-0135,3.0
2025-12-22,SKU-0044,1.0
2025-12-22,SKU-0139,5.0
2025-12-22,SKU-0042,1.0
2025-12-22,SKU-0162,3.0
2025-12-22,SKU-0036,3.0
2025-12-22,SKU-0189,4.0
2025-12-22,SKU-0102,1.0
2025-12-22,SKU-0022,1.0
2025-12-22,SKU-0185,3.0
2025-12-22,SKU-0122,3.0
2025-12-22,SKU-0028,2.0
2025-12-22,SKU-0006,1.0
2025-12-22,SKU-0029,3.0
2025-12-22,SKU-0186,1.0
2025-12-22,SKU-0109,2.0
2025-12-22,SKU-0081,3.0
2025-12-22,SKU-0062,3.0
2025-12-22,SKU-0067,3.0
2025-12-22,SKU-0070,3.0
2025-12-22,SKU-0071,1.0
2025-12-23,SKU-0085,1.0
2025-12-23,SKU-0066,1.0
2025-12-23,SKU-0138,2.0
2025-12-23,SKU-0033,1.0
2025-12-23,SKU-0135,2.0
2025-12-23,SKU-0200,7.0
2025-12-23,SKU-0026,5.0
2025-12-23,SKU-0048,3.0
2025-12-23,SKU-0154,2.0
2025-12-23,SKU-0101,3.0
2025-12-23,SKU-0183,2.0
2025-12-23,SKU-0071,2.0
2025-12-23,SKU-0114,2.0
2025-12-23,SKU-0172,2.0
2025-12-23,SKU-0197,1.0
2025-12-23,SKU-0171,1.0
2025-12-23,SKU-0187,2.0
2025-12-23,SKU-0005,1.0
2025-12-23,SKU-0145,2.0
2025-12-23,SKU-0097,1.0
2025-12-23,SKU-0074,11.0
2025-12-23,SKU-0108,8.0
2025-12-23,SKU-0002,5.0
2025-12-23,SKU-0115,2.0
2025-12-23,SKU-0146,3.0
2025-12-23,SKU-0150,1.0
2025-12-23,SKU-0059,2.0
2025-12-23,SKU-0099,2.0
2025-12-23,SKU-0016,4.0
2025-12-23,SKU-0104,1.0
2025-12-23,SKU-0045,6.0
2025-12-23,SKU-0165,3.0
2025-12-23,SKU-0194,2.0
2025-12-24,SKU-0186,2.0
2025-12-24,SKU-0085,3.0
2025-12-24,SKU-0078,2.0
2025-12-24,SKU-0162,3.0
2025-12-24,SKU-0160,2.0
2025-12-24,SKU-0129,1.0
2025-12-24,SKU-0189,1.0
2025-12-24,SKU-0016,1.0
2025-12-24,SKU-0050,1.0
2025-12-24,SKU-0190,3.0
2025-12-24,SKU-0166,3.0
2025-12-24,SKU-0039,1.0
2025-12-24,SKU-0041,1.0
2025-12-24,SKU-0005,3.0
2025-12-24,SKU-0058,3.0
2025-12-24,SKU-0013,4.0
2025-12-24,SKU-0181,1.0
2025-12-24,SKU-0161,1.0
2025-12-24,SKU-0092,1.0
2025-12-24,SKU-0054,2.0
2025-12-24,SKU-0132,5.0
2025-12-24,SKU-0176,3.0
2025-12-24,SKU-0144,1.0
2025-12-24,SKU-0171,2.0
2025-12-24,SKU-0108,3.0
2025-12-24,SKU-0193,5.0
2025-12-24,SKU-0043,1.0
2025-12-24,SKU-0064,2.0
2025-12-24,SKU-0147,1.0
2025-12-24,SKU-0194,1.0
2025-12-24,SKU-0012,2.0
2025-12-24,SKU-0038,1.0
2025-12-24,SKU-0200,4.0
2025-12-24,SKU-0021,1.0
2025-12-24,SKU-0003,2.0
2025-12-24,SKU-0066,2.0
2025-12-24,SKU-0008,3.0
2025-12-24,SKU-0150,2.0
2025-12-24,SKU-0174,2.0
2025-12-24,SKU-0135,3.0
2025-12-24,SKU-0020,3.0
2025-12-24,SKU-0120,4.0
2025-12-25,SKU-0004,3.0
2025-12-25,SKU-0115,2.0
2025-12-25,SKU-0049,1.0
2025-12-25,SKU-0046,1.0
2025-12-25,SKU-0036,9.0
2025-12-25,SKU-0017,2.0
2025-12-25,SKU-0078,2.0
2025-12-25,SKU-0162,1.0
2025-12-25,SKU-0098,4.0
2025-12-25,SKU-0181,2.0
2025-12-25,SKU-0022,1.0
2025-12-25,SKU-0188,3.0
2025-12-25,SKU-0189,4.0
2025-12-25,SKU-0034,3.0
2025-12-25,SKU-0024,5.0
2025-12-25,SKU-0006,1.0
2025-12-25,SKU-0111,1.0
2025-12-25,SKU-0138,4.0
2025-12-25,SKU-0141,2.0
2025-12-25,SKU-0103,2.0
2025-12-25,SKU-0082,4.0
2025-12-25,SKU-0191,1.0
2025-12-25,SKU-0093,3.0
2025-12-25,SKU-0023,4.0
2025-12-25,SKU-0088,2.0
2025-12-25,SKU-0137,1.0
2025-12-25,SKU-0133,9.0
2025-12-25,SKU-0044,1.0
2025-12-25,SKU-0040,3.0
2025-12-25,SKU-0061,1.0
2025-12-25,SKU-0159,1.0
2025-12-25,SKU-0067,6.0
2025-12-25,SKU-0012,2.0
2025-12-25,SKU-0147,1.0
2025-12-25,SKU-0084,1.0
2025-12-25,SKU-0163,1.0
2025-12-25,SKU-0118,2.0
2025-12-25,SKU-0178,1.0
2025-12-25,SKU-0152,2.0
2025-12-25,SKU-0195,3.0
2025-12-25,SKU-0106,3.0
2025-12-26,SKU-0054,1.0
2025-12-26,SKU-0099,6.0
2025-12-26,SKU-0072,1.0
2025-12-26,SKU-0087,3.0
2025-12-26,SKU-0026,1.0
2025-12-26,SKU-0010,1.0
2025-12-26,SKU-0131,4.0
2025-12-26,SKU-0190,1.0
2025-12-26,SKU-0140,2.0
2025-12-26,SKU-0080,2.0
2025-12-26,SKU-0014,4.0
2025-12-26,SKU-0081,1.0
2025-12-26,SKU-0194,5.0
2025-12-26,SKU-0021,1.0
2025-12-26,SKU-0084,2.0
2025-12-26,SKU-0030,3.0
2025-12-26,SKU-0102,2.0
2025-12-26,SKU-0013,1.0
2025-12-26,SKU-0050,2.0
2025-12-26,SKU-0186,2.0
2025-12-26,SKU-0077,1.0
2025-12-26,SKU-0046,3.0
2025-12-26,SKU-0089,2.0
2025-12-26,SKU-0071,2.0
2025-12-26,SKU-0115,21.0
2025-12-26,SKU-0105,2.0
2025-12-26,SKU-0176,1.0
2025-12-26,SKU-0066,1.0
2025-12-26,SKU-0191,1.0
2025-12-26,SKU-0137,3.0
2025-12-26,SKU-0177,1.0
2025-12-26,SKU-0119,3.0
2025-12-26,SKU-0107,1.0
2025-12-26,SKU-0168,1.0
2025-12-26,SKU-0172,2.0
2025-12-26,SKU-0056,1.0
2025-12-27,SKU-0070,1.0
2025-12-27,SKU-0039,6.0
2025-12-27,SKU-0143,3.0
2025-12-27,SKU-0078,3.0
2025-12-27,SKU-0080,3.0
2025-12-27,SKU-0173,3.0
2025-12-27,SKU-0079,2.0
2025-12-27,SKU-0097,4.0
2025-12-27,SKU-0100,1.0
2025-12-27,SKU-0112,2.0
2025-12-27,SKU-0037,1.0
2025-12-27,SKU-0093,4.0
2025-12-27,SKU-0114,8.0
2025-12-27,SKU-0014,1.0
2025-12-27,SKU-0003,1.0
2025-12-27,SKU-0183,1.0
2025-12-27,SKU-0034,1.0
2025-12-27,SKU-0007,1.0
2025-12-27,SKU-0076,3.0
2025-12-27,SKU-0184,2.0
2025-12-27,SKU-0123,2.0
2025-12-27,SKU-0171,4.0
2025-12-27,SKU-0145,2.0
2025-12-27,SKU-0144,5.0
2025-12-27,SKU-0074,1.0
2025-12-27,SKU-0147,4.0
2025-12-27,SKU-0105,1.0
2025-12-27,SKU-0010,1.0
2025-12-27,SKU-0090,1.0
2025-12-28,SKU-0144,3.0
2025-12-28,SKU-0161,1.0
2025-12-28,SKU-0006,3.0
2025-12-28,SKU-0086,2.0
2025-12-28,SKU-0079,1.0
2025-12-28,SKU-0074,2.0
2025-12-28,SKU-0090,2.0
2025-12-28,SKU-0113,1.0
2025-12-28,SKU-0062,2.0
2025-12-28,SKU-0155,2.0
2025-12-28,SKU-0197,3.0
2025-12-28,SKU-0087,3.0
2025-12-28,SKU-0168,1.0
2025-12-28,SKU-0124,2.0
2025-12-28,SKU-0019,2.0
2025-12-28,SKU-0033,5.0
2025-12-28,SKU-0013,4.0
2025-12-28,SKU-0092,5.0
2025-12-28,SKU-0181,3.0
2025-12-28,SKU-0148,2.0
2025-12-28,SKU-0071,7.0
2025-12-28,SKU-0107,1.0
2025-12-28,SKU-0104,1.0
2025-12-28,SKU-0040,4.0
2025-12-28,SKU-0052,1.0
2025-12-28,SKU-0047,2.0
2025-12-28,SKU-0064,2.0
2025-12-28,SKU-0120,1.0
2025-12-28,SKU-0078,1.0
2025-12-28,SKU-0031,1.0
2025-12-28,SKU-0080,1.0
2025-12-28,SKU-0133,4.0
2025-12-28,SKU-0068,4.0
2025-12-28,SKU-0041,3.0
2025-12-29,SKU-0049,2.0
2025-12-29,SKU-0059,1.0
2025-12-29,SKU-0036,3.0
2025-12-29,SKU-0192,3.0
2025-12-29,SKU-0197,1.0
2025-12-29,SKU-0067,2.0
2025-12-29,SKU-0057,2.0
2025-12-29,SKU-0060,2.0
2025-12-29,SKU-0113,2.0
2025-12-29,SKU-0126,1.0
2025-12-29,SKU-0056,3.0
2025-12-29,SKU-0105,3.0
2025-12-29,SKU-0027,1.0
2025-12-29,SKU-0046,1.0
2025-12-29,SKU-0115,2.0
2025-12-29,SKU-0176,2.0
2025-12-29,SKU-0024,3.0
2025-12-29,SKU-0123,1.0
2025-12-29,SKU-0166,1.0
2025-12-29,SKU-0078,1.0
2025-12-29,SKU-0064,3.0
2025-12-29,SKU-0141,3.0
2025-12-29,SKU-0084,2.0
2025-12-29,SKU-0088,1.0
2025-12-29,SKU-0039,4.0
2025-12-29,SKU-0006,3.0
2025-12-29,SKU-0183,3.0
2025-12-29,SKU-0032,4.0
2025-12-29,SKU-0083,4.0
2025-12-29,SKU-0019,4.0
2025-12-29,SKU-0087,2.0
2025-12-29,SKU-0180,1.0
2025-12-29,SKU-0040,1.0
2025-12-29,SKU-0184,1.0
2025-12-29,SKU-0150,3.0
2025-12-29,SKU-0131,2.0
2025-12-29,SKU-0186,1.0
2025-12-30,SKU-0115,4.0
2025-12-30,SKU-0071,1.0
2025-12-30,SKU-0080,3.0
2025-12-30,SKU-0117,1.0
2025-12-30,SKU-0109,3.0
2025-12-30,SKU-0162,1.0
2025-12-30,SKU-0180,2.0
2025-12-30,SKU-0046,1.0
2025-12-30,SKU-0101,7.0
2025-12-30,SKU-0091,1.0
2025-12-30,SKU-0187,3.0
2025-12-30,SKU-0057,33.0
2025-12-30,SKU-0149,1.0
2025-12-30,SKU-0107,2.0
2025-12-30,SKU-0119,1.0
2025-12-30,SKU-0157,2.0
2025-12-30,SKU-0185,1.0
2025-12-30,SKU-0072,4.0
2025-12-30,SKU-0096,1.0
2025-12-30,SKU-0163,4.0
2025-12-30,SKU-0028,1.0
2025-12-30,SKU-0171,1.0
2025-12-30,SKU-0177,3.0
2025-12-30,SKU-0013,1.0
2025-12-30,SKU-0027,4.0
2025-12-30,SKU-0067,2.0
2025-12-30,SKU-0082,3.0
2025-12-30,SKU-0134,1.0
2025-12-30,SKU-0090,1.0
2025-12-30,SKU-0164,1.0
2025-12-30,SKU-0039,2.0
2025-12-30,SKU-0042,1.0
2025-12-30,SKU-0047,1.0
2025-12-30,SKU-0084,4.0
2025-12-30,SKU-0009,2.0
2025-12-30,SKU-0116,1.0
2025-12-30,SKU-0070,4.0
2025-12-30,SKU-0143,2.0
2025-12-30,SKU-0094,1.0
2025-12-30,SKU-0114,1.0
2025-12-31,SKU-0020,2.0
2025-12-31,SKU-0039,2.0
2025-12-31,SKU-0011,1.0
2025-12-31,SKU-0134,1.0
2025-12-31,SKU-0103,1.0
2025-12-31,SKU-0059,1.0
2025-12-31,SKU-0081,1.0
2025-12-31,SKU-0128,2.0
2025-12-31,SKU-0073,1.0
2025-12-31,SKU-0144,1.0
2025-12-31,SKU-0009,2.0
2025-12-31,SKU-0072,2.0
2025-12-31,SKU-0046,1.0
2025-12-31,SKU-0099,1.0
2025-12-31,SKU-0157,1.0
2025-12-31,SKU-0123,5.0
2025-12-31,SKU-0084,2.0
2025-12-31,SKU-0065,14.0
2025-12-31,SKU-0139,4.0
2025-12-31,SKU-0043,2.0
2025-12-31,SKU-0199,4.0
2025-12-31,SKU-0163,3.0
2025-12-31,SKU-0155,1.0
2025-12-31,SKU-0192,2.0
2025-12-31,SKU-0075,1.0
2025-12-31,SKU-0115,1.0
2025-12-31,SKU-0052,2.0
2025-12-31,SKU-0091,2.0
2025-12-31,SKU-0004,1.0
2025-12-31,SKU-0147,1.0
2025-12-31,SKU-0030,3.0
2025-12-31,SKU-0021,2.0
2025-12-31,SKU-0132,1.0
2025-12-31,SKU-0057,6.0
2025-12-31,SKU-0003,3.0
2025-12-31,SKU-0186,1.0
2026-01-01,SKU-0141,1.0
2026-01-01,SKU-0059,2.0
2026-01-01,SKU-0167,1.0
2026-01-01,SKU-0123,1.0
2026-01-01,SKU-0036,1.0
2026-01-01,SKU-0096,1.0
2026-01-01,SKU-0067,1.0
2026-01-01,SKU-0102,1.0
2026-01-01,SKU-0137,1.0
2026-01-01,SKU-0125,3.0
2026-01-01,SKU-0039,4.0
2026-01-01,SKU-0155,2.0
2026-01-01,SKU-0101,1.0
2026-01-01,SKU-0035,1.0
2026-01-01,SKU-0140,3.0
2026-01-01,SKU-0068,3.0
2026-01-01,SKU-0110,3.0
2026-01-01,SKU-0026,3.0
2026-01-01,SKU-0183,3.0
2026-01-01,SKU-0043,1.0
2026-01-01,SKU-0142,1.0
2026-01-01,SKU-0151,1.0
2026-01-01,SKU-0017,3.0
2026-01-01,SKU-0173,1.0
2026-01-01,SKU-0083,1.0
2026-01-01,SKU-0090,2.0
2026-01-01,SKU-0152,20.0
2026-01-01,SKU-0182,1.0
2026-01-01,SKU-0100,2.0
2026-01-01,SKU-0027,2.0
2026-01-01,SKU-0002,3.0
2026-01-01,SKU-0199,1.0
2026-01-01,SKU-0042,3.0
2026-01-01,SKU-0156,2.0
2026-01-01,SKU-0082,1.0
2026-01-01,SKU-0093,3.0
2026-01-02,SKU-0048,3.0
2026-01-02,SKU-0043,1.0
2026-01-02,SKU-0178,8.0
2026-01-02,SKU-0139,3.0
2026-01-02,SKU-0037,3.0
2026-01-02,SKU-0047,2.0
2026-01-02,SKU-0176,2.0
2026-01-02,SKU-0169,4.0
2026-01-02,SKU-0174,2.0
2026-01-02,SKU-0170,5.0
2026-01-02,SKU-0108,2.0
2026-01-02,SKU-0161,1.0
2026-01-02,SKU-0143,4.0
